Product_ID	CurrencyKey	UnitCost	SCD_EffectiveDate
0202050205046           	23	985.557	2012-10-01
0303010301001           	23	2587.6571	2012-10-01
0303010301002           	23	2635.7299	2012-10-01
0303010301003           	23	2453.3399	2012-10-01
0303010301004           	23	2896.6778	2012-10-01
0303010301005           	23	1794.3261	2012-10-01
0303010301006           	23	2371.8507	2012-10-01
0303010301007           	23	1215.4986	2012-10-01
0303010301008           	23	2093.8364	2012-10-01
0303010301009           	23	1974.0453	2012-10-01
0303010301010           	23	1755.3728	2012-10-01
0303010301011           	23	2270.6243	2012-10-01
0303010301012           	23	1271.9092	2012-10-01
0303010301013           	23	1325.0628	2012-10-01
0303010301014           	23	1115.8355	2012-10-01
0303010301015           	23	1062.747	2012-10-01
0303010301016           	23	1278.2277	2012-10-01
0303010301017           	23	1271.7789	2012-10-01
0303010301018           	23	1207.1608	2012-10-01
0303010301019           	23	1368.641	2012-10-01
0303010301020           	23	1095.9029	2012-10-01
0303010301021           	23	1082.6145	2012-10-01
0303010301022           	23	1222.1428	2012-10-01
0303010301023           	23	1262.008	2012-10-01
0303010301024           	23	1291.8418	2012-10-01
0303010301025           	23	2803.4635	2012-10-01
0303010301026           	23	2093.8364	2012-10-01
0303010301027           	23	1271.7789	2012-10-01
0303010301028           	23	1794.3261	2012-10-01
0303010301029           	23	2270.6243	2012-10-01
0303010301030           	23	1082.6145	2012-10-01
0303010301031           	23	2803.4635	2012-10-01
0303010301032           	23	2093.8364	2012-10-01
0303010301033           	23	1271.7789	2012-10-01
0303010301034           	23	1794.3261	2012-10-01
0303010301035           	23	2270.6243	2012-10-01
0303010301036           	23	1082.6145	2012-10-01
0303010301037           	23	2803.4635	2012-10-01
0303010301038           	23	2093.8364	2012-10-01
0303010301039           	23	1271.7789	2012-10-01
0303010301040           	23	1794.3261	2012-10-01
0303010301041           	23	2270.6243	2012-10-01
0303010301042           	23	1082.6145	2012-10-01
0303010301043           	23	2803.4635	2012-10-01
0303010301044           	23	2093.8364	2012-10-01
0303010301045           	23	1271.7789	2012-10-01
0303010301046           	23	1794.3261	2012-10-01
0303010301047           	23	2270.6243	2012-10-01
0303010301048           	23	1082.6145	2012-10-01
0303010301049           	23	2803.4635	2012-10-01
0303010301050           	23	2093.8364	2012-10-01
0303010301051           	23	1271.7789	2012-10-01
0303010301052           	23	1794.3261	2012-10-01
0303010301053           	23	2803.4635	2012-10-01
0303010301054           	23	2093.8364	2012-10-01
0303010301055           	23	1271.7789	2012-10-01
0303010301056           	23	1794.3261	2012-10-01
0303010301057           	23	2270.6243	2012-10-01
0303010301058           	23	1082.6145	2012-10-01
0303010301059           	23	2803.4635	2012-10-01
0303010301060           	23	2093.8364	2012-10-01
0303010301061           	23	1271.7789	2012-10-01
0303010301062           	23	1794.3261	2012-10-01
0303010301063           	23	2270.6243	2012-10-01
0303010301064           	23	1082.6145	2012-10-01
0303010301065           	23	2803.4635	2012-10-01
0303010301066           	23	2093.8364	2012-10-01
0303010301067           	23	2803.4635	2012-10-01
0303010301068           	23	2093.8364	2012-10-01
0303010301069           	23	1271.7789	2012-10-01
0303010301070           	23	1794.3261	2012-10-01
0303010301071           	23	2270.6243	2012-10-01
0303010301072           	23	1082.6145	2012-10-01
0303010301073           	23	2803.4635	2012-10-01
0303010301074           	23	2093.8364	2012-10-01
0303010301075           	23	1271.7789	2012-10-01
0303010301076           	23	1794.3261	2012-10-01
0303010301077           	23	2270.6243	2012-10-01
0303010301078           	23	1082.6145	2012-10-01
0303030303002           	23	1742.0641	2012-10-01
0303030303003           	23	896.5116	2012-10-01
0303030303004           	23	1225.4649	2012-10-01
0303030303005           	23	1660.1392	2012-10-01
0303030303006           	23	1404.9236	2012-10-01
0303030303008           	23	1742.0641	2012-10-01
0303030303009           	23	896.5116	2012-10-01
0303030303010           	23	1225.4649	2012-10-01
0303030303011           	23	1660.1392	2012-10-01
0303030303012           	23	1404.9236	2012-10-01
0303030303014           	23	1744.6571	2012-10-01
0303030303015           	23	896.5116	2012-10-01
0303030303016           	23	1225.4649	2012-10-01
0303030303017           	23	1660.1392	2012-10-01
0303030303019           	23	1742.0641	2012-10-01
0303030303020           	23	896.5116	2012-10-01
0303030303021           	23	1225.4649	2012-10-01
0303030303022           	23	1660.1392	2012-10-01
0303030303024           	23	1625.6989	2012-10-01
0303030303025           	23	730.4717	2012-10-01
0303030303026           	23	763.4973	2012-10-01
0303030303027           	23	896.3162	2012-10-01
0303030303028           	23	1045.42	2012-10-01
0303030303030           	23	1625.6989	2012-10-01
0303030303031           	23	730.4717	2012-10-01
0303030303032           	23	763.4973	2012-10-01
0303030303033           	23	896.3162	2012-10-01
0303030303034           	23	1045.42	2012-10-01
0303030303036           	23	1625.6989	2012-10-01
0303030303037           	23	730.4717	2012-10-01
0303030303038           	23	763.4973	2012-10-01
0303030303039           	23	896.3162	2012-10-01
0303030303041           	23	1625.6989	2012-10-01
0303030303042           	23	730.4717	2012-10-01
0303030303043           	23	763.4973	2012-10-01
0303030303044           	23	896.3162	2012-10-01
0303030303045           	23	995.9793	2012-10-01
0303040304003           	23	1297.0302	2012-10-01
0303040304004           	23	1422.7553	2012-10-01
0303040304005           	23	753.2755	2012-10-01
0303040304006           	23	811.3949	2012-10-01
0303040304007           	23	416.3701	2012-10-01
0303040304008           	23	536.2264	2012-10-01
0303040304009           	23	328.7578	2012-10-01
0303040304010           	23	428.4209	2012-10-01
0303040304011           	23	328.7578	2012-10-01
0303040304012           	23	229.1599	2012-10-01
0303040304013           	23	195.9389	2012-10-01
0303040304014           	23	162.7179	2012-10-01
0303040304017           	23	1297.0302	2012-10-01
0303040304018           	23	1422.7553	2012-10-01
0303040304019           	23	753.2755	2012-10-01
0303040304020           	23	811.3949	2012-10-01
0303040304021           	23	416.3701	2012-10-01
0303040304022           	23	536.2264	2012-10-01
0303040304023           	23	328.7578	2012-10-01
0303040304024           	23	428.4209	2012-10-01
0303040304025           	23	328.7578	2012-10-01
0303040304026           	23	229.1599	2012-10-01
0303040304027           	23	195.9389	2012-10-01
0303040304028           	23	162.7179	2012-10-01
0303040304030           	23	1875.4896	2012-10-01
0303040304031           	23	1297.0302	2012-10-01
0303040304032           	23	1422.7553	2012-10-01
0303040304033           	23	753.2755	2012-10-01
0303040304034           	23	811.3949	2012-10-01
0303040304035           	23	461.6419	2012-10-01
0303040304036           	23	536.2264	2012-10-01
0303040304037           	23	328.7578	2012-10-01
0303040304038           	23	428.4209	2012-10-01
0303040304039           	23	328.7578	2012-10-01
0303040304040           	23	148.9083	2012-10-01
0303040304041           	23	195.9389	2012-10-01
0303040304042           	23	194.2453	2012-10-01
0303040304044           	23	1875.4896	2012-10-01
0303040304045           	23	1297.0302	2012-10-01
0303040304046           	23	1422.7553	2012-10-01
0303040304047           	23	753.2755	2012-10-01
0303040304048           	23	811.3949	2012-10-01
0303040304049           	23	461.6419	2012-10-01
0303040304050           	23	536.2264	2012-10-01
0303040304051           	23	328.7578	2012-10-01
0303040304052           	23	428.4209	2012-10-01
0303040304053           	23	328.7578	2012-10-01
0303040304054           	23	148.9083	2012-10-01
0303040304055           	23	195.9389	2012-10-01
0303040304056           	23	194.2453	2012-10-01
0303040304057           	23	1767.5538	2012-10-01
0303040304059           	23	1297.0302	2012-10-01
0303040304060           	23	1422.7553	2012-10-01
0303040304061           	23	753.2755	2012-10-01
0303040304062           	23	811.3949	2012-10-01
0303040304063           	23	461.6419	2012-10-01
0303040304064           	23	536.2264	2012-10-01
0303040304065           	23	328.7578	2012-10-01
0303040304066           	23	428.4209	2012-10-01
0303040304067           	23	328.7578	2012-10-01
0303040304068           	23	1767.5538	2012-10-01
0303040304070           	23	1297.0302	2012-10-01
0303040304071           	23	1422.7553	2012-10-01
0303040304072           	23	753.2755	2012-10-01
0303040304073           	23	811.3949	2012-10-01
0303040304074           	23	461.6419	2012-10-01
0303040304075           	23	536.2264	2012-10-01
0303040304076           	23	328.7578	2012-10-01
0303040304077           	23	428.4209	2012-10-01
0303040304078           	23	328.7578	2012-10-01
0303050305001           	23	4953.0591	2012-10-01
0303050305002           	23	5393.3353	2012-10-01
0303050305003           	23	2093.8364	2012-10-01
0303050305004           	23	2992.4976	2012-10-01
0303050305005           	23	760.5009	2012-10-01
0303050305006           	23	1657.1428	2012-10-01
0303050305008           	23	626.4753	2012-10-01
0303050305009           	23	730.0024	2012-10-01
0303050305010           	23	569.1217	2012-10-01
0303050305011           	23	461.6419	2012-10-01
0303050305012           	23	361.9789	2012-10-01
0303050305013           	23	4953.0591	2012-10-01
0303050305014           	23	5393.3353	2012-10-01
0303050305015           	23	2093.8364	2012-10-01
0303050305016           	23	2992.4976	2012-10-01
0303050305017           	23	760.5009	2012-10-01
0303050305018           	23	1657.1428	2012-10-01
0303050305020           	23	626.4753	2012-10-01
0303050305021           	23	730.0024	2012-10-01
0303050305022           	23	569.1217	2012-10-01
0303050305023           	23	461.6419	2012-10-01
0303050305024           	23	361.9789	2012-10-01
0303050305025           	23	4953.0591	2012-10-01
0303050305026           	23	5393.3353	2012-10-01
0303050305027           	23	2093.8364	2012-10-01
0303050305028           	23	2992.4976	2012-10-01
0303050305029           	23	760.5009	2012-10-01
0303050305030           	23	1657.1428	2012-10-01
0303050305032           	23	626.4753	2012-10-01
0303050305033           	23	730.0024	2012-10-01
0303050305034           	23	569.1217	2012-10-01
0303050305035           	23	461.6419	2012-10-01
0303050305036           	23	361.9789	2012-10-01
0303050305037           	23	4953.0591	2012-10-01
0303050305039           	23	2093.8364	2012-10-01
0303050305040           	23	2992.4976	2012-10-01
0303050305041           	23	760.5009	2012-10-01
0303050305042           	23	1657.1428	2012-10-01
0303050305043           	23	961.7843	2012-10-01
0303050305044           	23	869.5775	2012-10-01
0303050305045           	23	525.9205	2012-10-01
0303050305046           	23	410.0516	2012-10-01
0303050305047           	23	461.6419	2012-10-01
0303050305048           	23	361.9789	2012-10-01
0303050305049           	23	4953.0591	2012-10-01
0303050305051           	23	2093.8364	2012-10-01
0303050305052           	23	2992.4976	2012-10-01
0303050305053           	23	760.5009	2012-10-01
0303050305054           	23	1657.1428	2012-10-01
0303050305055           	23	961.7843	2012-10-01
0303050305056           	23	869.5775	2012-10-01
0303050305057           	23	525.9205	2012-10-01
0303050305058           	23	410.0516	2012-10-01
0303050305059           	23	461.6419	2012-10-01
0303050305060           	23	361.9789	2012-10-01
0303050305061           	23	4953.0591	2012-10-01
0303050305063           	23	2093.8364	2012-10-01
0303050305064           	23	2992.4976	2012-10-01
0303050305065           	23	760.5009	2012-10-01
0303050305066           	23	1657.1428	2012-10-01
0303050305067           	23	961.7843	2012-10-01
0303050305068           	23	869.5775	2012-10-01
0303050305069           	23	525.9205	2012-10-01
0303050305070           	23	410.0516	2012-10-01
0303050305071           	23	461.6419	2012-10-01
0303050305072           	23	361.9789	2012-10-01
0303050305073           	23	4808.7952	2012-10-01
0303050305074           	23	5236.2479	2012-10-01
0303050305075           	23	2093.8364	2012-10-01
0303050305076           	23	2992.4976	2012-10-01
0303050305077           	23	760.5009	2012-10-01
0303050305078           	23	1657.1428	2012-10-01
0303050305080           	23	626.4753	2012-10-01
0303050305081           	23	730.0024	2012-10-01
0303050305082           	23	569.1217	2012-10-01
0303050305083           	23	461.6419	2012-10-01
0303050305084           	23	4808.7952	2012-10-01
0303050305085           	23	5236.2479	2012-10-01
0303050305086           	23	2093.8364	2012-10-01
0303050305087           	23	2992.4976	2012-10-01
0303050305088           	23	760.5009	2012-10-01
0303050305089           	23	1657.1428	2012-10-01
0303050305091           	23	626.4753	2012-10-01
0303050305092           	23	730.0024	2012-10-01
0303050305093           	23	569.1217	2012-10-01
0303050305094           	23	461.6419	2012-10-01
0303050305095           	23	4808.7952	2012-10-01
0303050305096           	23	5236.2479	2012-10-01
0303050305097           	23	2093.8364	2012-10-01
0303050305098           	23	2992.4976	2012-10-01
0303050305099           	23	760.5009	2012-10-01
0303050305100           	23	1657.1428	2012-10-01
0303050305102           	23	626.4753	2012-10-01
0303050305103           	23	730.0024	2012-10-01
0303060306001           	23	476.2983	2012-10-01
0303060306002           	23	506.2623	2012-10-01
0303060306003           	23	262.3809	2012-10-01
0303060306004           	23	437.9509	2012-10-01
0303060306005           	23	472.6505	2012-10-01
0303060306007           	23	262.3809	2012-10-01
0303060306008           	23	302.181	2012-10-01
0303060306009           	23	259.0588	2012-10-01
0303060306010           	23	347.4528	2012-10-01
0303060306011           	23	362.4348	2012-10-01
0303060306012           	23	407.3809	2012-10-01
0303060306013           	23	386.4061	2012-10-01
0303060306014           	23	479.2947	2012-10-01
0303060306016           	23	433.3342	2012-10-01
0303060306017           	23	451.0894	2012-10-01
0303060306019           	23	476.2983	2012-10-01
0303060306020           	23	492.062	2012-10-01
0303060306021           	23	509.3239	2012-10-01
0303060306022           	23	535.2493	2012-10-01
0303060306023           	23	494.2116	2012-10-01
0303060306024           	23	338.7242	2012-10-01
0303060306025           	23	488.2839	2012-10-01
0303060306026           	23	569.1217	2012-10-01
0303060306027           	23	440.3414	2012-10-01
0303060306028           	23	563.1289	2012-10-01
0303060306029           	23	587.1002	2012-10-01
0303060306030           	23	476.2983	2012-10-01
0303060306031           	23	506.2623	2012-10-01
0303060306032           	23	262.3809	2012-10-01
0303060306033           	23	437.9509	2012-10-01
0303060306034           	23	472.6505	2012-10-01
0303060306036           	23	262.3809	2012-10-01
0303060306037           	23	302.181	2012-10-01
0303060306038           	23	259.0588	2012-10-01
0303060306039           	23	347.4528	2012-10-01
0303060306040           	23	362.4348	2012-10-01
0303060306041           	23	407.3809	2012-10-01
0303060306042           	23	386.4061	2012-10-01
0303060306043           	23	479.2947	2012-10-01
0303060306045           	23	433.3342	2012-10-01
0303060306046           	23	451.0894	2012-10-01
0303060306048           	23	476.2983	2012-10-01
0303060306049           	23	492.062	2012-10-01
0303060306050           	23	509.3239	2012-10-01
0303060306051           	23	535.2493	2012-10-01
0303060306052           	23	494.2116	2012-10-01
0303060306053           	23	338.7242	2012-10-01
0303060306054           	23	488.2839	2012-10-01
0303060306055           	23	569.1217	2012-10-01
0303060306056           	23	440.3414	2012-10-01
0303060306057           	23	563.1289	2012-10-01
0303060306058           	23	587.1002	2012-10-01
0303060306059           	23	476.2983	2012-10-01
0303060306060           	23	506.2623	2012-10-01
0303060306061           	23	262.3809	2012-10-01
0303060306062           	23	437.9509	2012-10-01
0303060306063           	23	472.6505	2012-10-01
0303060306065           	23	262.3809	2012-10-01
0303060306066           	23	302.181	2012-10-01
0303060306067           	23	259.0588	2012-10-01
0303060306068           	23	347.4528	2012-10-01
0303060306069           	23	362.4348	2012-10-01
0303060306070           	23	407.3809	2012-10-01
0303060306071           	23	386.4061	2012-10-01
0303060306072           	23	479.2947	2012-10-01
0303060306074           	23	433.3342	2012-10-01
0303060306075           	23	451.0894	2012-10-01
0303060306077           	23	476.2983	2012-10-01
0303060306078           	23	492.062	2012-10-01
0303060306079           	23	509.3239	2012-10-01
0303060306080           	23	535.2493	2012-10-01
0303060306081           	23	494.2116	2012-10-01
0303060306082           	23	338.7242	2012-10-01
0303060306083           	23	488.2839	2012-10-01
0303060306084           	23	569.1217	2012-10-01
0303060306085           	23	440.3414	2012-10-01
0303060306086           	23	563.1289	2012-10-01
0303060306087           	23	587.1002	2012-10-01
0303060306088           	23	362.4348	2012-10-01
0303060306089           	23	407.3809	2012-10-01
0303060306090           	23	386.4061	2012-10-01
0303060306091           	23	465.3346	2012-10-01
0303060306092           	23	473.3019	2012-10-01
