Brand_ID,CurrencyKey,UnitCost,SCD_EffectiveDate
litwr0000234            ,7,257.3179,2012-10-01
litwr0000235            ,7,122.0307,2012-10-01
litwr0000236            ,7,228.3802,2012-10-01
litwr0000237            ,7,110.151,2012-10-01
litwr0000238            ,7,122.3989,2012-10-01
litwr0000240            ,7,203.3622,2012-10-01
litwr0000241            ,7,196.2197,2012-10-01
litwr0000242            ,7,249.8232,2012-10-01
litwr0000243            ,7,253.6435,2012-10-01
litwr0000244            ,7,205.7404,2012-10-01
litwr0000246            ,7,214.0875,2012-10-01
litwr0000247            ,7,209.463,2012-10-01
litwr0000248            ,7,213.1454,2012-10-01
litwr0000249            ,7,214.0875,2012-10-01
litwr0000250            ,7,257.3179,2012-10-01
litwr0000251            ,7,122.0307,2012-10-01
litwr0000252            ,7,228.3802,2012-10-01
litwr0000253            ,7,110.151,2012-10-01
litwr0000254            ,7,122.3989,2012-10-01
litwr0000256            ,7,203.3622,2012-10-01
litwr0000257            ,7,196.2197,2012-10-01
litwr0000258            ,7,249.8232,2012-10-01
litwr0000259            ,7,253.6435,2012-10-01
litwr0000260            ,7,205.7404,2012-10-01
litwr0000262            ,7,214.0875,2012-10-01
litwr0000263            ,7,209.463,2012-10-01
litwr0000264            ,7,213.1454,2012-10-01
ctoso0000318            ,7,122.0307,2012-10-01
ctoso0000319            ,7,134.2705,2012-10-01
ctoso0000320            ,7,235.784,2012-10-01
ctoso0000321            ,7,166.9236,2012-10-01
ctoso0000322            ,7,157.9258,2012-10-01
ctoso0000323            ,7,174.769,2012-10-01
ctoso0000324            ,7,134.2705,2012-10-01
ctoso0000325            ,7,121.1577,2012-10-01
ctoso0000326            ,7,146.8867,2012-10-01
ctoso0000327            ,7,81.2204,2012-10-01
ctoso0000328            ,7,189.0694,2012-10-01
ctoso0000329            ,7,195.9023,2012-10-01
ctoso0000330            ,7,142.6473,2012-10-01
ctoso0000331            ,7,122.0307,2012-10-01
ctoso0000332            ,7,134.2705,2012-10-01
ctoso0000333            ,7,235.784,2012-10-01
ctoso0000334            ,7,166.9236,2012-10-01
ctoso0000335            ,7,157.9258,2012-10-01
ctoso0000336            ,7,174.769,2012-10-01
ctoso0000337            ,7,134.2705,2012-10-01
ctoso0000338            ,7,121.1577,2012-10-01
ctoso0000339            ,7,146.8867,2012-10-01
ctoso0000340            ,7,81.2204,2012-10-01
ctoso0000341            ,7,189.0694,2012-10-01
ctoso0000342            ,7,195.9023,2012-10-01
ctoso0000343            ,7,142.6473,2012-10-01
ctoso0000344            ,7,122.0307,2012-10-01
ctoso0000345            ,7,134.2705,2012-10-01
ctoso0000346            ,7,235.784,2012-10-01
ctoso0000347            ,7,166.9236,2012-10-01
ctoso0000348            ,7,157.9258,2012-10-01
ctoso0000349            ,7,174.769,2012-10-01
ctoso0000350            ,7,134.2705,2012-10-01
ctoso0000351            ,7,121.1577,2012-10-01
ctoso0000352            ,7,146.8867,2012-10-01
ctoso0000353            ,7,81.2204,2012-10-01
ctoso0000354            ,7,189.0694,2012-10-01
ctoso0000355            ,7,195.9023,2012-10-01
ctoso0000356            ,7,142.6473,2012-10-01
ctoso0000357            ,7,122.0307,2012-10-01
ctoso0000358            ,7,134.2705,2012-10-01
ctoso0000359            ,7,235.784,2012-10-01
ctoso0000360            ,7,166.9236,2012-10-01
ctoso0000361            ,7,157.9258,2012-10-01
ctoso0000362            ,7,174.769,2012-10-01
ctoso0000363            ,7,134.2705,2012-10-01
ctoso0000364            ,7,121.1577,2012-10-01
ctoso0000365            ,7,146.8867,2012-10-01
ctoso0000366            ,7,81.2204,2012-10-01
ctoso0000367            ,7,189.0694,2012-10-01
ctoso0000368            ,7,195.9023,2012-10-01
ctoso0000369            ,7,142.6473,2012-10-01
svido0000001            ,7,184.0626,2012-10-01
svido0000002            ,7,183.6944,2012-10-01
svido0000003            ,7,122.0307,2012-10-01
svido0000004            ,7,113.8654,2012-10-01
svido0000005            ,7,105.7081,2012-10-01
svido0000006            ,7,109.7828,2012-10-01
svido0000007            ,7,126.1133,2012-10-01
svido0000008            ,7,81.2204,2012-10-01
svido0000009            ,7,89.3776,2012-10-01
svido0000010            ,7,130.1959,2012-10-01
svido0000012            ,7,223.7714,2012-10-01
svido0000013            ,7,257.3179,2012-10-01
svido0000014            ,7,121.1181,2012-10-01
svido0000015            ,7,135.8396,2012-10-01
svido0000016            ,7,135.8396,2012-10-01
svido0000017            ,7,184.0626,2012-10-01
svido0000018            ,7,183.6944,2012-10-01
svido0000019            ,7,122.0307,2012-10-01
svido0000020            ,7,113.8654,2012-10-01
svido0000021            ,7,105.7081,2012-10-01
svido0000022            ,7,109.7828,2012-10-01
svido0000023            ,7,126.1133,2012-10-01
svido0000024            ,7,81.2204,2012-10-01
svido0000025            ,7,89.3776,2012-10-01
svido0000026            ,7,130.1959,2012-10-01
svido0000028            ,7,223.7714,2012-10-01
svido0000029            ,7,257.3179,2012-10-01
svido0000030            ,7,121.1181,2012-10-01
svido0000031            ,7,135.8396,2012-10-01
svido0000032            ,7,135.8396,2012-10-01
svido0000033            ,7,184.0626,2012-10-01
svido0000034            ,7,183.6944,2012-10-01
svido0000035            ,7,122.0307,2012-10-01
svido0000036            ,7,113.8654,2012-10-01
svido0000037            ,7,105.7081,2012-10-01
svido0000038            ,7,109.7828,2012-10-01
svido0000039            ,7,126.1133,2012-10-01
svido0000040            ,7,81.2204,2012-10-01
svido0000041            ,7,89.3776,2012-10-01
svido0000042            ,7,130.1959,2012-10-01
svido0000044            ,7,223.7714,2012-10-01
svido0000045            ,7,257.3179,2012-10-01
svido0000046            ,7,121.1181,2012-10-01
fabrk0000140            ,7,318.005,2012-10-01
fabrk0000141            ,7,323.9128,2012-10-01
fabrk0000142            ,7,301.4983,2012-10-01
fabrk0000143            ,7,355.9815,2012-10-01
fabrk0000144            ,7,220.5101,2012-10-01
fabrk0000145            ,7,291.4839,2012-10-01
fabrk0000146            ,7,149.3763,2012-10-01
fabrk0000147            ,7,257.3179,2012-10-01
fabrk0000148            ,7,242.5964,2012-10-01
fabrk0000149            ,7,215.7231,2012-10-01
fabrk0000150            ,7,279.0439,2012-10-01
fabrk0000151            ,7,156.3088,2012-10-01
fabrk0000152            ,7,162.841,2012-10-01
fabrk0000153            ,7,137.1284,2012-10-01
fabrk0000154            ,7,130.6042,2012-10-01
fabrk0000155            ,7,157.0853,2012-10-01
fabrk0000156            ,7,156.2927,2012-10-01
fabrk0000157            ,7,148.3516,2012-10-01
fabrk0000158            ,7,168.1964,2012-10-01
fabrk0000159            ,7,134.6788,2012-10-01
fabrk0000160            ,7,133.0458,2012-10-01
fabrk0000161            ,7,150.1928,2012-10-01
fabrk0000162            ,7,155.092,2012-10-01
fabrk0000163            ,7,158.7583,2012-10-01
advwk0000051            ,7,344.5261,2012-10-01
advwk0000052            ,7,257.3179,2012-10-01
advwk0000053            ,7,156.2927,2012-10-01
advwk0000054            ,7,220.5101,2012-10-01
advwk0000055            ,7,279.0439,2012-10-01
advwk0000056            ,7,133.0458,2012-10-01
advwk0000057            ,7,344.5261,2012-10-01
advwk0000058            ,7,257.3179,2012-10-01
advwk0000059            ,7,156.2927,2012-10-01
advwk0000060            ,7,220.5101,2012-10-01
advwk0000061            ,7,279.0439,2012-10-01
advwk0000062            ,7,133.0458,2012-10-01
advwk0000063            ,7,344.5261,2012-10-01
advwk0000064            ,7,257.3179,2012-10-01
advwk0000065            ,7,156.2927,2012-10-01
advwk0000066            ,7,220.5101,2012-10-01
advwk0000067            ,7,279.0439,2012-10-01
advwk0000068            ,7,133.0458,2012-10-01
advwk0000069            ,7,344.5261,2012-10-01
advwk0000070            ,7,257.3179,2012-10-01
advwk0000071            ,7,156.2927,2012-10-01
advwk0000072            ,7,220.5101,2012-10-01
advwk0000073            ,7,279.0439,2012-10-01
advwk0000074            ,7,133.0458,2012-10-01
advwk0000075            ,7,344.5261,2012-10-01
advwk0000076            ,7,257.3179,2012-10-01
advwk0000077            ,7,156.2927,2012-10-01
advwk0000078            ,7,220.5101,2012-10-01
wwim 0000120            ,7,344.5261,2012-10-01
wwim 0000121            ,7,257.3179,2012-10-01
wwim 0000122            ,7,156.2927,2012-10-01
wwim 0000123            ,7,220.5101,2012-10-01
wwim 0000124            ,7,279.0439,2012-10-01
wwim 0000125            ,7,133.0458,2012-10-01
wwim 0000126            ,7,344.5261,2012-10-01
wwim 0000127            ,7,257.3179,2012-10-01
wwim 0000128            ,7,156.2927,2012-10-01
wwim 0000129            ,7,220.5101,2012-10-01
wwim 0000130            ,7,279.0439,2012-10-01
wwim 0000131            ,7,133.0458,2012-10-01
wwim 0000132            ,7,344.5261,2012-10-01
wwim 0000133            ,7,257.3179,2012-10-01
pware0000041            ,7,344.5261,2012-10-01
pware0000042            ,7,257.3179,2012-10-01
pware0000043            ,7,156.2927,2012-10-01
pware0000044            ,7,220.5101,2012-10-01
pware0000045            ,7,279.0439,2012-10-01
pware0000046            ,7,133.0458,2012-10-01
pware0000047            ,7,344.5261,2012-10-01
pware0000048            ,7,257.3179,2012-10-01
pware0000049            ,7,156.2927,2012-10-01
pware0000050            ,7,220.5101,2012-10-01
pware0000051            ,7,279.0439,2012-10-01
pware0000052            ,7,133.0458,2012-10-01
advwk0000080            ,7,214.0875,2012-10-01
advwk0000081            ,7,110.175,2012-10-01
advwk0000082            ,7,150.6011,2012-10-01
advwk0000083            ,7,204.0195,2012-10-01
advwk0000084            ,7,172.6553,2012-10-01
advwk0000086            ,7,214.0875,2012-10-01
advwk0000087            ,7,110.175,2012-10-01
advwk0000088            ,7,150.6011,2012-10-01
advwk0000089            ,7,204.0195,2012-10-01
advwk0000090            ,7,172.6553,2012-10-01
advwk0000092            ,7,214.4062,2012-10-01
advwk0000093            ,7,110.175,2012-10-01
advwk0000094            ,7,150.6011,2012-10-01
advwk0000095            ,7,204.0195,2012-10-01
advwk0000097            ,7,214.0875,2012-10-01
advwk0000098            ,7,110.175,2012-10-01
advwk0000099            ,7,150.6011,2012-10-01
advwk0000100            ,7,204.0195,2012-10-01
wwim 0000098            ,7,199.787,2012-10-01
wwim 0000099            ,7,89.7699,2012-10-01
wwim 0000100            ,7,93.8285,2012-10-01
wwim 0000101            ,7,110.151,2012-10-01
wwim 0000102            ,7,128.4748,2012-10-01
wwim 0000104            ,7,199.787,2012-10-01
wwim 0000105            ,7,89.7699,2012-10-01
wwim 0000106            ,7,93.8285,2012-10-01
wwim 0000107            ,7,110.151,2012-10-01
wwim 0000108            ,7,128.4748,2012-10-01
wwim 0000110            ,7,199.787,2012-10-01
wwim 0000111            ,7,89.7699,2012-10-01
wwim 0000112            ,7,93.8285,2012-10-01
wwim 0000113            ,7,110.151,2012-10-01
wwim 0000115            ,7,199.787,2012-10-01
wwim 0000116            ,7,89.7699,2012-10-01
wwim 0000117            ,7,93.8285,2012-10-01
wwim 0000118            ,7,110.151,2012-10-01
wwim 0000119            ,7,122.3989,2012-10-01
pware0000118            ,7,159.3959,2012-10-01
pware0000119            ,7,174.8467,2012-10-01
pware0000120            ,7,92.5723,2012-10-01
pware0000121            ,7,99.7148,2012-10-01
pware0000122            ,7,51.169,2012-10-01
pware0000123            ,7,65.8985,2012-10-01
pware0000124            ,7,40.402,2012-10-01
pware0000125            ,7,52.6499,2012-10-01
pware0000126            ,7,40.402,2012-10-01
pware0000127            ,7,28.1622,2012-10-01
pware0000128            ,7,24.0795,2012-10-01
pware0000129            ,7,19.9969,2012-10-01
pware0000132            ,7,159.3959,2012-10-01
pware0000133            ,7,174.8467,2012-10-01
pware0000134            ,7,92.5723,2012-10-01
pware0000135            ,7,99.7148,2012-10-01
pware0000136            ,7,51.169,2012-10-01
pware0000137            ,7,65.8985,2012-10-01
pware0000138            ,7,40.402,2012-10-01
pware0000139            ,7,52.6499,2012-10-01
pware0000140            ,7,40.402,2012-10-01
pware0000141            ,7,28.1622,2012-10-01
pware0000142            ,7,24.0795,2012-10-01
pware0000143            ,7,19.9969,2012-10-01
advwk0000102            ,7,230.4846,2012-10-01
advwk0000103            ,7,159.3959,2012-10-01
advwk0000104            ,7,174.8467,2012-10-01
advwk0000105            ,7,92.5723,2012-10-01
advwk0000106            ,7,99.7148,2012-10-01
advwk0000107            ,7,56.7326,2012-10-01
advwk0000108            ,7,65.8985,2012-10-01
advwk0000109            ,7,40.402,2012-10-01
advwk0000110            ,7,52.6499,2012-10-01
advwk0000111            ,7,40.402,2012-10-01
advwk0000112            ,7,18.2998,2012-10-01
advwk0000113            ,7,24.0795,2012-10-01
advwk0000114            ,7,23.8714,2012-10-01
advwk0000116            ,7,230.4846,2012-10-01
advwk0000117            ,7,159.3959,2012-10-01
advwk0000118            ,7,174.8467,2012-10-01
advwk0000119            ,7,92.5723,2012-10-01
advwk0000120            ,7,99.7148,2012-10-01
advwk0000121            ,7,56.7326,2012-10-01
advwk0000122            ,7,65.8985,2012-10-01
advwk0000123            ,7,40.402,2012-10-01
advwk0000124            ,7,52.6499,2012-10-01
advwk0000125            ,7,40.402,2012-10-01
advwk0000126            ,7,18.2998,2012-10-01
advwk0000127            ,7,24.0795,2012-10-01
advwk0000128            ,7,23.8714,2012-10-01
wwim 0000075            ,7,217.22,2012-10-01
wwim 0000077            ,7,159.3959,2012-10-01
wwim 0000078            ,7,174.8467,2012-10-01
wwim 0000079            ,7,92.5723,2012-10-01
wwim 0000080            ,7,99.7148,2012-10-01
wwim 0000081            ,7,56.7326,2012-10-01
wwim 0000082            ,7,65.8985,2012-10-01
wwim 0000083            ,7,40.402,2012-10-01
wwim 0000084            ,7,52.6499,2012-10-01
wwim 0000085            ,7,40.402,2012-10-01
wwim 0000086            ,7,217.22,2012-10-01
wwim 0000088            ,7,159.3959,2012-10-01
wwim 0000089            ,7,174.8467,2012-10-01
wwim 0000090            ,7,92.5723,2012-10-01
wwim 0000091            ,7,99.7148,2012-10-01
wwim 0000092            ,7,56.7326,2012-10-01
wwim 0000093            ,7,65.8985,2012-10-01
wwim 0000094            ,7,40.402,2012-10-01
wwim 0000095            ,7,52.6499,2012-10-01
wwim 0000096            ,7,40.402,2012-10-01
pware0000080            ,7,608.6964,2012-10-01
pware0000081            ,7,662.8032,2012-10-01
pware0000082            ,7,257.3179,2012-10-01
pware0000083            ,7,367.7571,2012-10-01
pware0000084            ,7,93.4602,2012-10-01
pware0000085            ,7,203.6513,2012-10-01
pware0000087            ,7,76.9894,2012-10-01
pware0000088            ,7,89.7122,2012-10-01
pware0000089            ,7,69.9411,2012-10-01
pware0000090            ,7,56.7326,2012-10-01
pware0000091            ,7,44.4847,2012-10-01
pware0000092            ,7,608.6964,2012-10-01
pware0000093            ,7,662.8032,2012-10-01
pware0000094            ,7,257.3179,2012-10-01
pware0000095            ,7,367.7571,2012-10-01
pware0000096            ,7,93.4602,2012-10-01
pware0000097            ,7,203.6513,2012-10-01
pware0000099            ,7,76.9894,2012-10-01
pware0000100            ,7,89.7122,2012-10-01
pware0000101            ,7,69.9411,2012-10-01
pware0000102            ,7,56.7326,2012-10-01
pware0000103            ,7,44.4847,2012-10-01
pware0000104            ,7,608.6964,2012-10-01
pware0000105            ,7,662.8032,2012-10-01
pware0000106            ,7,257.3179,2012-10-01
pware0000107            ,7,367.7571,2012-10-01
pware0000108            ,7,93.4602,2012-10-01
pware0000109            ,7,203.6513,2012-10-01
pware0000111            ,7,76.9894,2012-10-01
pware0000112            ,7,89.7122,2012-10-01
pware0000113            ,7,69.9411,2012-10-01
pware0000114            ,7,56.7326,2012-10-01
pware0000115            ,7,44.4847,2012-10-01
ctoso0000237            ,7,608.6964,2012-10-01
ctoso0000239            ,7,257.3179,2012-10-01
ctoso0000240            ,7,367.7571,2012-10-01
ctoso0000241            ,7,93.4602,2012-10-01
ctoso0000242            ,7,203.6513,2012-10-01
ctoso0000243            ,7,118.1966,2012-10-01
ctoso0000244            ,7,106.865,2012-10-01
ctoso0000245            ,7,64.632,2012-10-01
ctoso0000246            ,7,50.3925,2012-10-01
ctoso0000247            ,7,56.7326,2012-10-01
ctoso0000248            ,7,44.4847,2012-10-01
ctoso0000249            ,7,608.6964,2012-10-01
ctoso0000251            ,7,257.3179,2012-10-01
ctoso0000252            ,7,367.7571,2012-10-01
ctoso0000253            ,7,93.4602,2012-10-01
ctoso0000254            ,7,203.6513,2012-10-01
ctoso0000255            ,7,118.1966,2012-10-01
ctoso0000256            ,7,106.865,2012-10-01
ctoso0000257            ,7,64.632,2012-10-01
ctoso0000258            ,7,50.3925,2012-10-01
ctoso0000259            ,7,56.7326,2012-10-01
ctoso0000260            ,7,44.4847,2012-10-01
ctoso0000261            ,7,608.6964,2012-10-01
ctoso0000263            ,7,257.3179,2012-10-01
ctoso0000264            ,7,367.7571,2012-10-01
ctoso0000265            ,7,93.4602,2012-10-01
ctoso0000266            ,7,203.6513,2012-10-01
ctoso0000267            ,7,118.1966,2012-10-01
ctoso0000268            ,7,106.865,2012-10-01
ctoso0000269            ,7,64.632,2012-10-01
ctoso0000270            ,7,50.3925,2012-10-01
ctoso0000271            ,7,56.7326,2012-10-01
ctoso0000272            ,7,44.4847,2012-10-01
wwim 0000044            ,7,590.9673,2012-10-01
wwim 0000045            ,7,643.4983,2012-10-01
wwim 0000046            ,7,257.3179,2012-10-01
wwim 0000047            ,7,367.7571,2012-10-01
wwim 0000048            ,7,93.4602,2012-10-01
wwim 0000049            ,7,203.6513,2012-10-01
wwim 0000051            ,7,76.9894,2012-10-01
wwim 0000052            ,7,89.7122,2012-10-01
wwim 0000053            ,7,69.9411,2012-10-01
wwim 0000054            ,7,56.7326,2012-10-01
wwim 0000055            ,7,590.9673,2012-10-01
wwim 0000056            ,7,643.4983,2012-10-01
wwim 0000057            ,7,257.3179,2012-10-01
wwim 0000058            ,7,367.7571,2012-10-01
wwim 0000059            ,7,93.4602,2012-10-01
wwim 0000060            ,7,203.6513,2012-10-01
wwim 0000062            ,7,76.9894,2012-10-01
wwim 0000063            ,7,89.7122,2012-10-01
wwim 0000064            ,7,69.9411,2012-10-01
wwim 0000065            ,7,56.7326,2012-10-01
wwim 0000066            ,7,590.9673,2012-10-01
wwim 0000067            ,7,643.4983,2012-10-01
wwim 0000068            ,7,257.3179,2012-10-01
wwim 0000069            ,7,367.7571,2012-10-01
wwim 0000070            ,7,93.4602,2012-10-01
wwim 0000071            ,7,203.6513,2012-10-01
wwim 0000073            ,7,76.9894,2012-10-01
wwim 0000074            ,7,89.7122,2012-10-01
pware0000144            ,7,58.5337,2012-10-01
pware0000145            ,7,62.2161,2012-10-01
pware0000146            ,7,32.2448,2012-10-01
pware0000147            ,7,53.8211,2012-10-01
pware0000148            ,7,58.0854,2012-10-01
pware0000150            ,7,32.2448,2012-10-01
pware0000151            ,7,37.1359,2012-10-01
pware0000152            ,7,31.8365,2012-10-01
pware0000153            ,7,42.6995,2012-10-01
pware0000154            ,7,44.5407,2012-10-01
pware0000155            ,7,50.0643,2012-10-01
pware0000156            ,7,47.4866,2012-10-01
pware0000157            ,7,58.902,2012-10-01
pware0000159            ,7,53.2537,2012-10-01
pware0000160            ,7,55.4357,2012-10-01
pware0000162            ,7,58.5337,2012-10-01
pware0000163            ,7,60.471,2012-10-01
pware0000164            ,7,62.5923,2012-10-01
pware0000165            ,7,65.7784,2012-10-01
pware0000166            ,7,60.7351,2012-10-01
pware0000167            ,7,41.6268,2012-10-01
pware0000168            ,7,60.0067,2012-10-01
pware0000169            ,7,69.9411,2012-10-01
pware0000170            ,7,54.1149,2012-10-01
pware0000171            ,7,69.2046,2012-10-01
pware0000172            ,7,72.1505,2012-10-01
pware0000173            ,7,58.5337,2012-10-01
pware0000174            ,7,62.2161,2012-10-01
pware0000175            ,7,32.2448,2012-10-01
pware0000176            ,7,53.8211,2012-10-01
pware0000177            ,7,58.0854,2012-10-01
pware0000179            ,7,32.2448,2012-10-01
pware0000180            ,7,37.1359,2012-10-01
pware0000181            ,7,31.8365,2012-10-01
