Brand_ID,CurrencyKey,UnitPrice,SCD_EffectiveDate
litwr0000254            ,7,250.7581,2013-07-01
litwr0000255            ,7,459.4929,2013-07-01
litwr0000256            ,7,436.4799,2013-07-01
litwr0000257            ,7,421.1379,2013-07-01
litwr0000258            ,7,557.651,2013-07-01
litwr0000259            ,7,576.0998,2013-07-01
litwr0000260            ,7,637.4294,2013-07-01
litwr0000261            ,7,850.7139,2013-07-01
litwr0000262            ,7,477.8726,2013-07-01
litwr0000263            ,7,475.7631,2013-07-01
litwr0000264            ,7,461.9169,2013-07-01
ctoso0000318            ,7,250.0056,2013-07-01
ctoso0000319            ,7,275.0897,2013-07-01
ctoso0000320            ,7,743.3276,2013-07-01
ctoso0000321            ,7,341.9809,2013-07-01
ctoso0000322            ,7,358.7036,2013-07-01
ctoso0000323            ,7,390.1164,2013-07-01
ctoso0000324            ,7,275.0897,2013-07-01
ctoso0000325            ,7,270.4488,2013-07-01
ctoso0000326            ,7,333.6195,2013-07-01
ctoso0000327            ,7,166.3917,2013-07-01
ctoso0000328            ,7,422.0277,2013-07-01
ctoso0000329            ,7,401.3467,2013-07-01
ctoso0000330            ,7,276.156,2013-07-01
ctoso0000331            ,7,250.0056,2013-07-01
ctoso0000332            ,7,275.0897,2013-07-01
ctoso0000333            ,7,743.3276,2013-07-01
ctoso0000334            ,7,341.9809,2013-07-01
ctoso0000335            ,7,358.7036,2013-07-01
ctoso0000336            ,7,390.1164,2013-07-01
ctoso0000337            ,7,275.0897,2013-07-01
ctoso0000338            ,7,270.4488,2013-07-01
ctoso0000339            ,7,333.6195,2013-07-01
ctoso0000340            ,7,166.3917,2013-07-01
ctoso0000341            ,7,422.0277,2013-07-01
ctoso0000342            ,7,401.3467,2013-07-01
ctoso0000343            ,7,276.156,2013-07-01
ctoso0000344            ,7,250.0056,2013-07-01
ctoso0000345            ,7,275.0897,2013-07-01
ctoso0000346            ,7,743.3276,2013-07-01
ctoso0000347            ,7,341.9809,2013-07-01
ctoso0000348            ,7,358.7036,2013-07-01
ctoso0000349            ,7,390.1164,2013-07-01
ctoso0000350            ,7,275.0897,2013-07-01
ctoso0000351            ,7,270.4488,2013-07-01
ctoso0000352            ,7,333.6195,2013-07-01
ctoso0000353            ,7,166.3917,2013-07-01
ctoso0000354            ,7,422.0277,2013-07-01
ctoso0000355            ,7,401.3467,2013-07-01
ctoso0000356            ,7,276.156,2013-07-01
ctoso0000357            ,7,250.0056,2013-07-01
ctoso0000358            ,7,275.0897,2013-07-01
ctoso0000359            ,7,743.3276,2013-07-01
ctoso0000360            ,7,341.9809,2013-07-01
ctoso0000361            ,7,358.7036,2013-07-01
ctoso0000362            ,7,390.1164,2013-07-01
ctoso0000363            ,7,275.0897,2013-07-01
ctoso0000364            ,7,270.4488,2013-07-01
ctoso0000365            ,7,333.6195,2013-07-01
ctoso0000366            ,7,166.3917,2013-07-01
ctoso0000367            ,7,422.0277,2013-07-01
ctoso0000368            ,7,401.3467,2013-07-01
ctoso0000369            ,7,276.156,2013-07-01
svido0000001            ,7,418.0695,2013-07-01
svido0000002            ,7,417.2334,2013-07-01
svido0000003            ,7,250.0056,2013-07-01
svido0000004            ,7,233.2828,2013-07-01
svido0000005            ,7,216.56,2013-07-01
svido0000006            ,7,224.9214,2013-07-01
svido0000007            ,7,258.367,2013-07-01
svido0000008            ,7,166.3917,2013-07-01
svido0000009            ,7,183.1144,2013-07-01
svido0000010            ,7,266.7283,2013-07-01
svido0000011            ,7,766.3329,2013-07-01
svido0000012            ,7,693.2743,2013-07-01
svido0000013            ,7,584.4612,2013-07-01
svido0000014            ,7,275.0897,2013-07-01
svido0000015            ,7,308.5353,2013-07-01
svido0000016            ,7,308.5353,2013-07-01
svido0000017            ,7,418.0695,2013-07-01
svido0000018            ,7,417.2334,2013-07-01
svido0000019            ,7,250.0056,2013-07-01
svido0000020            ,7,233.2828,2013-07-01
svido0000021            ,7,216.56,2013-07-01
svido0000022            ,7,224.9214,2013-07-01
svido0000023            ,7,258.367,2013-07-01
svido0000024            ,7,166.3917,2013-07-01
svido0000025            ,7,183.1144,2013-07-01
svido0000026            ,7,266.7283,2013-07-01
svido0000027            ,7,766.3329,2013-07-01
svido0000028            ,7,693.2743,2013-07-01
svido0000029            ,7,584.4612,2013-07-01
svido0000030            ,7,275.0897,2013-07-01
svido0000031            ,7,308.5353,2013-07-01
svido0000032            ,7,308.5353,2013-07-01
svido0000033            ,7,418.0695,2013-07-01
svido0000034            ,7,417.2334,2013-07-01
svido0000035            ,7,250.0056,2013-07-01
svido0000036            ,7,233.2828,2013-07-01
svido0000037            ,7,216.56,2013-07-01
svido0000038            ,7,224.9214,2013-07-01
svido0000039            ,7,258.367,2013-07-01
svido0000040            ,7,166.3917,2013-07-01
svido0000041            ,7,183.1144,2013-07-01
svido0000042            ,7,266.7283,2013-07-01
svido0000043            ,7,766.3329,2013-07-01
svido0000044            ,7,693.2743,2013-07-01
svido0000045            ,7,584.4612,2013-07-01
svido0000046            ,7,275.0897,2013-07-01
fabrk0000140            ,7,1002.5307,2013-07-01
fabrk0000141            ,7,735.7187,2013-07-01
fabrk0000142            ,7,684.7978,2013-07-01
fabrk0000143            ,7,808.5464,2013-07-01
fabrk0000144            ,7,500.8473,2013-07-01
fabrk0000145            ,7,918.9168,2013-07-01
fabrk0000146            ,7,306.0269,2013-07-01
fabrk0000147            ,7,584.4612,2013-07-01
fabrk0000148            ,7,551.0156,2013-07-01
fabrk0000149            ,7,489.9775,2013-07-01
fabrk0000150            ,7,633.7934,2013-07-01
fabrk0000151            ,7,320.2412,2013-07-01
fabrk0000152            ,7,333.6195,2013-07-01
fabrk0000153            ,7,280.9427,2013-07-01
fabrk0000154            ,7,267.5645,2013-07-01
fabrk0000155            ,7,321.8299,2013-07-01
fabrk0000156            ,7,320.1994,2013-07-01
fabrk0000157            ,7,303.9365,2013-07-01
fabrk0000158            ,7,382.0319,2013-07-01
fabrk0000159            ,7,275.9259,2013-07-01
fabrk0000160            ,7,272.5813,2013-07-01
fabrk0000161            ,7,307.6992,2013-07-01
fabrk0000162            ,7,317.7328,2013-07-01
fabrk0000163            ,7,325.2581,2013-07-01
advwk0000051            ,7,1086.1446,2013-07-01
advwk0000052            ,7,584.4612,2013-07-01
advwk0000053            ,7,320.1994,2013-07-01
advwk0000054            ,7,500.8473,2013-07-01
advwk0000055            ,7,633.7934,2013-07-01
advwk0000056            ,7,272.5813,2013-07-01
advwk0000057            ,7,1086.1446,2013-07-01
advwk0000058            ,7,584.4612,2013-07-01
advwk0000059            ,7,320.1994,2013-07-01
advwk0000060            ,7,500.8473,2013-07-01
advwk0000061            ,7,633.7934,2013-07-01
advwk0000062            ,7,272.5813,2013-07-01
advwk0000063            ,7,1086.1446,2013-07-01
advwk0000064            ,7,584.4612,2013-07-01
advwk0000065            ,7,320.1994,2013-07-01
advwk0000066            ,7,500.8473,2013-07-01
advwk0000067            ,7,633.7934,2013-07-01
advwk0000068            ,7,272.5813,2013-07-01
advwk0000069            ,7,1086.1446,2013-07-01
advwk0000070            ,7,584.4612,2013-07-01
advwk0000071            ,7,320.1994,2013-07-01
advwk0000072            ,7,500.8473,2013-07-01
advwk0000073            ,7,633.7934,2013-07-01
advwk0000074            ,7,272.5813,2013-07-01
advwk0000075            ,7,1086.1446,2013-07-01
advwk0000076            ,7,584.4612,2013-07-01
advwk0000077            ,7,320.1994,2013-07-01
advwk0000078            ,7,500.8473,2013-07-01
wwim 0000120            ,7,1086.1446,2013-07-01
wwim 0000121            ,7,584.4612,2013-07-01
wwim 0000122            ,7,320.1994,2013-07-01
wwim 0000123            ,7,500.8473,2013-07-01
wwim 0000124            ,7,633.7934,2013-07-01
wwim 0000125            ,7,272.5813,2013-07-01
wwim 0000126            ,7,1086.1446,2013-07-01
wwim 0000127            ,7,584.4612,2013-07-01
wwim 0000128            ,7,320.1994,2013-07-01
wwim 0000129            ,7,500.8473,2013-07-01
wwim 0000130            ,7,633.7934,2013-07-01
wwim 0000131            ,7,272.5813,2013-07-01
wwim 0000132            ,7,1086.1446,2013-07-01
wwim 0000133            ,7,584.4612,2013-07-01
pware0000041            ,7,1086.1446,2013-07-01
pware0000042            ,7,584.4612,2013-07-01
pware0000043            ,7,320.1994,2013-07-01
pware0000044            ,7,500.8473,2013-07-01
pware0000045            ,7,633.7934,2013-07-01
pware0000046            ,7,272.5813,2013-07-01
pware0000047            ,7,1086.1446,2013-07-01
pware0000048            ,7,584.4612,2013-07-01
pware0000049            ,7,320.1994,2013-07-01
pware0000050            ,7,500.8473,2013-07-01
pware0000051            ,7,633.7934,2013-07-01
pware0000052            ,7,272.5813,2013-07-01
advwk0000079            ,7,743.3199,2013-07-01
advwk0000080            ,7,477.8726,2013-07-01
advwk0000081            ,7,225.7157,2013-07-01
advwk0000082            ,7,308.5353,2013-07-01
advwk0000083            ,7,417.9859,2013-07-01
advwk0000084            ,7,392.1492,2013-07-01
advwk0000085            ,7,743.3199,2013-07-01
advwk0000086            ,7,477.8726,2013-07-01
advwk0000087            ,7,225.7157,2013-07-01
advwk0000088            ,7,308.5353,2013-07-01
advwk0000089            ,7,417.9859,2013-07-01
advwk0000090            ,7,392.1492,2013-07-01
advwk0000091            ,7,743.3199,2013-07-01
advwk0000092            ,7,478.5906,2013-07-01
advwk0000093            ,7,225.7157,2013-07-01
advwk0000094            ,7,308.5353,2013-07-01
advwk0000095            ,7,417.9859,2013-07-01
advwk0000096            ,7,743.3199,2013-07-01
advwk0000097            ,7,477.8726,2013-07-01
advwk0000098            ,7,225.7157,2013-07-01
advwk0000099            ,7,308.5353,2013-07-01
advwk0000100            ,7,417.9859,2013-07-01
wwim 0000097            ,7,704.9649,2013-07-01
wwim 0000098            ,7,445.9613,2013-07-01
wwim 0000099            ,7,183.9088,2013-07-01
wwim 0000100            ,7,192.2284,2013-07-01
wwim 0000101            ,7,225.6739,2013-07-01
wwim 0000102            ,7,291.8125,2013-07-01
wwim 0000103            ,7,704.9649,2013-07-01
wwim 0000104            ,7,445.9613,2013-07-01
wwim 0000105            ,7,183.9088,2013-07-01
wwim 0000106            ,7,192.2284,2013-07-01
wwim 0000107            ,7,225.6739,2013-07-01
wwim 0000108            ,7,291.8125,2013-07-01
wwim 0000109            ,7,704.9649,2013-07-01
wwim 0000110            ,7,445.9613,2013-07-01
wwim 0000111            ,7,183.9088,2013-07-01
wwim 0000112            ,7,192.2284,2013-07-01
wwim 0000113            ,7,225.6739,2013-07-01
wwim 0000114            ,7,704.9649,2013-07-01
wwim 0000115            ,7,445.9613,2013-07-01
wwim 0000116            ,7,183.9088,2013-07-01
wwim 0000117            ,7,192.2284,2013-07-01
wwim 0000118            ,7,225.6739,2013-07-01
wwim 0000119            ,7,250.7581,2013-07-01
pware0000116            ,7,628.2549,2013-07-01
pware0000117            ,7,666.6099,2013-07-01
pware0000118            ,7,493.8283,2013-07-01
pware0000119            ,7,541.6953,2013-07-01
pware0000120            ,7,206.6261,2013-07-01
pware0000121            ,7,222.5817,2013-07-01
pware0000122            ,7,116.2233,2013-07-01
pware0000123            ,7,149.6689,2013-07-01
pware0000124            ,7,82.7778,2013-07-01
pware0000125            ,7,107.8619,2013-07-01
pware0000126            ,7,82.7778,2013-07-01
pware0000127            ,7,57.6936,2013-07-01
pware0000128            ,7,49.3322,2013-07-01
pware0000129            ,7,40.9708,2013-07-01
pware0000130            ,7,628.2549,2013-07-01
pware0000131            ,7,666.6099,2013-07-01
pware0000132            ,7,493.8283,2013-07-01
pware0000133            ,7,541.6953,2013-07-01
pware0000134            ,7,206.6261,2013-07-01
pware0000135            ,7,222.5817,2013-07-01
pware0000136            ,7,116.2233,2013-07-01
pware0000137            ,7,149.6689,2013-07-01
pware0000138            ,7,82.7778,2013-07-01
pware0000139            ,7,107.8619,2013-07-01
pware0000140            ,7,82.7778,2013-07-01
pware0000141            ,7,57.6936,2013-07-01
pware0000142            ,7,49.3322,2013-07-01
pware0000143            ,7,40.9708,2013-07-01
advwk0000101            ,7,628.2549,2013-07-01
advwk0000102            ,7,726.6048,2013-07-01
advwk0000103            ,7,493.8283,2013-07-01
advwk0000104            ,7,541.6953,2013-07-01
advwk0000105            ,7,206.6261,2013-07-01
advwk0000106            ,7,222.5817,2013-07-01
advwk0000107            ,7,116.2233,2013-07-01
advwk0000108            ,7,149.6689,2013-07-01
advwk0000109            ,7,82.7778,2013-07-01
advwk0000110            ,7,107.8619,2013-07-01
advwk0000111            ,7,82.7778,2013-07-01
advwk0000112            ,7,57.6936,2013-07-01
advwk0000113            ,7,49.3322,2013-07-01
advwk0000114            ,7,75.2525,2013-07-01
advwk0000115            ,7,628.2549,2013-07-01
advwk0000116            ,7,726.6048,2013-07-01
advwk0000117            ,7,493.8283,2013-07-01
advwk0000118            ,7,541.6953,2013-07-01
advwk0000119            ,7,206.6261,2013-07-01
advwk0000120            ,7,222.5817,2013-07-01
advwk0000121            ,7,116.2233,2013-07-01
advwk0000122            ,7,149.6689,2013-07-01
advwk0000123            ,7,82.7778,2013-07-01
advwk0000124            ,7,107.8619,2013-07-01
advwk0000125            ,7,82.7778,2013-07-01
advwk0000126            ,7,57.6936,2013-07-01
advwk0000127            ,7,49.3322,2013-07-01
advwk0000128            ,7,75.2525,2013-07-01
wwim 0000075            ,7,684.7978,2013-07-01
wwim 0000076            ,7,666.6099,2013-07-01
wwim 0000077            ,7,493.8283,2013-07-01
wwim 0000078            ,7,541.6953,2013-07-01
wwim 0000079            ,7,206.6261,2013-07-01
wwim 0000080            ,7,222.5817,2013-07-01
wwim 0000081            ,7,116.2233,2013-07-01
wwim 0000082            ,7,149.6689,2013-07-01
wwim 0000083            ,7,82.7778,2013-07-01
wwim 0000084            ,7,107.8619,2013-07-01
wwim 0000085            ,7,82.7778,2013-07-01
wwim 0000086            ,7,684.7978,2013-07-01
wwim 0000087            ,7,666.6099,2013-07-01
wwim 0000088            ,7,493.8283,2013-07-01
wwim 0000089            ,7,541.6953,2013-07-01
wwim 0000090            ,7,206.6261,2013-07-01
wwim 0000091            ,7,222.5817,2013-07-01
wwim 0000092            ,7,116.2233,2013-07-01
wwim 0000093            ,7,149.6689,2013-07-01
wwim 0000094            ,7,82.7778,2013-07-01
wwim 0000095            ,7,107.8619,2013-07-01
wwim 0000096            ,7,82.7778,2013-07-01
pware0000080            ,7,1918.939,2013-07-01
pware0000081            ,7,2089.5114,2013-07-01
pware0000082            ,7,584.4612,2013-07-01
pware0000083            ,7,835.3029,2013-07-01
pware0000084            ,7,191.4758,2013-07-01
pware0000085            ,7,417.2334,2013-07-01
pware0000086            ,7,352.0989,2013-07-01
pware0000087            ,7,238.5374,2013-07-01
pware0000088            ,7,200.2438,2013-07-01
pware0000089            ,7,158.8664,2013-07-01
pware0000090            ,7,116.2233,2013-07-01
pware0000091            ,7,91.1392,2013-07-01
pware0000092            ,7,1918.939,2013-07-01
pware0000093            ,7,2089.5114,2013-07-01
pware0000094            ,7,584.4612,2013-07-01
pware0000095            ,7,835.3029,2013-07-01
pware0000096            ,7,191.4758,2013-07-01
pware0000097            ,7,417.2334,2013-07-01
pware0000098            ,7,352.0989,2013-07-01
pware0000099            ,7,238.5374,2013-07-01
pware0000100            ,7,200.2438,2013-07-01
pware0000101            ,7,158.8664,2013-07-01
pware0000102            ,7,116.2233,2013-07-01
pware0000103            ,7,91.1392,2013-07-01
pware0000104            ,7,1918.939,2013-07-01
pware0000105            ,7,2089.5114,2013-07-01
pware0000106            ,7,584.4612,2013-07-01
pware0000107            ,7,835.3029,2013-07-01
pware0000108            ,7,191.4758,2013-07-01
pware0000109            ,7,417.2334,2013-07-01
pware0000110            ,7,352.0989,2013-07-01
pware0000111            ,7,238.5374,2013-07-01
pware0000112            ,7,200.2438,2013-07-01
pware0000113            ,7,158.8664,2013-07-01
pware0000114            ,7,116.2233,2013-07-01
pware0000115            ,7,91.1392,2013-07-01
ctoso0000237            ,7,1918.939,2013-07-01
ctoso0000238            ,7,1916.9829,2013-07-01
ctoso0000239            ,7,584.4612,2013-07-01
ctoso0000240            ,7,835.3029,2013-07-01
ctoso0000241            ,7,191.4758,2013-07-01
ctoso0000242            ,7,417.2334,2013-07-01
ctoso0000243            ,7,366.1829,2013-07-01
ctoso0000244            ,7,238.5374,2013-07-01
ctoso0000245            ,7,200.2438,2013-07-01
ctoso0000246            ,7,158.8664,2013-07-01
ctoso0000247            ,7,116.2233,2013-07-01
ctoso0000248            ,7,91.1392,2013-07-01
ctoso0000249            ,7,1918.939,2013-07-01
ctoso0000250            ,7,1916.9829,2013-07-01
ctoso0000251            ,7,584.4612,2013-07-01
ctoso0000252            ,7,835.3029,2013-07-01
ctoso0000253            ,7,191.4758,2013-07-01
ctoso0000254            ,7,417.2334,2013-07-01
ctoso0000255            ,7,366.1829,2013-07-01
ctoso0000256            ,7,238.5374,2013-07-01
ctoso0000257            ,7,200.2438,2013-07-01
ctoso0000258            ,7,158.8664,2013-07-01
ctoso0000259            ,7,116.2233,2013-07-01
ctoso0000260            ,7,91.1392,2013-07-01
ctoso0000261            ,7,1918.939,2013-07-01
ctoso0000262            ,7,1916.9829,2013-07-01
ctoso0000263            ,7,584.4612,2013-07-01
ctoso0000264            ,7,835.3029,2013-07-01
